X,Y,WARD,PARCEL,PID_LONG,WPD,BATCH,SHAPE_area,SHAPE_len,Project_ID,Perm_type,Have_it,Year_TAPA,PID,Permit_ID,Proj_nam,MAL,MAL2,MAL3,MAL4,MAL5,MAL6,MAL7,Lot_Type,Add_Space,Ex__Spaces,Perm_space,Gen_Park,Rest_Park,Land_Use,_land_sqft,bldg_Sqft,Units,ManCo,ManAd,ManCon,DevName,DevName2,DevAddy,DevAddy2,Par_own,Own_Addy,Cost_Hour,Cost_day,Cost_mon,Op_hours,Op_days,Lease_Own,Park_type,Lev_grade,Entry,An_report,APCC_perm,Space_coun,Paper_rec,E_file,APCC_Notes,Issue_date,Mod_date,Mod_date2,Mod_date3,2010_Freez,2010_Exem,2010_Excl,2010_Tot,Comments,User_Group,Ut_rates,Use_Notes,Mon_Pass,Agreements,Valet,1977_PuL,1977_PuG,1977_PriL,1977_PriG,BAPCC_PuL,BAPCC_PuG,BAPCC_PrL,BAPCC_PrG,1991_PuL,1991_PuG,1991_PrL,1991_PrG,Elec_Veh,Car_van,C_V_Desc,Ped_Path,Incentives,Outlets,Out_Dets,bike_space,Bike_Short,Bike_long,Low_Em,MASS_Ride,Match,Joint,Guarantee,Sub_T_Pass,Sub_Desc,TMA,CommuteWor,Moto_Scoot,T_Pass_Sal,Trans_Coor,Ped_Prog,Shut_bus,Cash_out,prom_mats,Show_facs,Unb_Park,Car_share,Car_share2,Notes,Fenway,Perm_Summ,OBJECTID,_Freez,_Exem,_Excl,_Tot,_PuL,_PuG,_PriL,_PriG,_PuL_1,_PuG_1,_PrL,_PrG,No_2010_AP,Shape_Leng,y_n_bike,TOT_Space,Note,Proj_nam_1,TYPE,LOC_ID,Proj_nam_2,PARCEL_1,PID_LONG_1,WPD_1,PID_1,TOTAL_COM_,20171127_Respondent (First+ Last),20171127_Gensler Revised Parking Spots,20171127_Parking Typology (use dropdown)
-71.057304940993603,42.367118857876989,3,1937,0301937000,03-03-005,0,69375.43040120001,1081.43972438000,00055,APCC,,,0301937000,38,NORTH END GARAGE,600 Commercial St,,,,,,,,,200,,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,38,,Y,,n/a,n/a,,,,200,,,200,,,,,,,,0,200,0,0,0,200,0,445,0,258,0,573,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,200.00000000000,,NORTH END GARAGE,Mixed,A00055,NORTH END GARAGE,1937,0301937000,03-03-005,0301937000,773.000000,Carmen Schweizer,200,Stand-alone parking 
-71.067509007172731,42.342005711385468,3,6442-10,0306442010,03-07-110,0,6236.66390167000,365.83466994500,00206,APCC,Y,,0306442010,707,WILKES PASSAGE LOFTS,1280 Washington St,,,,,,,,,400,400,0.000000,400.000000,,,,,,,,1283 Washington Street Realty Trust,,"257 West Newton Street, Boston, MA 02116",,,,,,,,,,,,,,707,,Y,Y,n/a,8/9/1983,,,,0,400,,400,"Granted by APCC September 27, 2000, it says 69 spaces in the APCC permit",General public,,This permit shall terminate no later than the date the Orange Line elevated railway is town down and removed from the site.,,,,,,,,0,0,0,119,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,400.00000000000,,WILKES PASSAGE LOFTS,Exempt,A00206,WILKES PASSAGE LOFTS,6442-10,0306442010,03-07-110,0306442010,400.000000,Carmen Schweizer,400,Below Grade (building on top)
-71.074468804127036,42.348573889691458,4,1085,0401085000,04-02-145,0,14076.30116490000,491.28654264200,00232,"TAPA, APCC",,,0401085000,,YWCA LOT,140 Clarendon St,,,,,,,Surface lot,,5,5,0.000000,5.000000,mixed use,"164,000",,184,,,,"Clarendon Residences, LLC",,"140 Clarendon Street, Boston, MA 02116",,,,,,,,,,self,at grade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,0.000000,,,,,69.000000,20,49,,,,,,Y,,,,,Y,Y - Judy Parks,,,,,,,,0.000000,410 STUART ST Online,,1,0,,,,,,,,,,,,,,0.00000000000,Y,5.00000000000,,YWCA LOT,Exempt,A00232,YWCA LOT,1085,0401085000,04-02-145,0401085000,12.000000,Carmen Schweizer,5,Surface Parking
-71.071031133246976,42.348503732720211,5,1111-10,0501111010,05-01-165,0,10865.84497400000,428.70715302100,00298,APCC,,,0501111010,186,PAYETTE LOT,40 Isabella St,,,,,,,,,0,26,26.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,186,,,,n/a,n/a,,,,,,,0,,,,,,,,30,0,0,0,30,0,0,0,26,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,26.00000000000,,PAYETTE LOT,Commercial,A00298,PAYETTE LOT,1111-10,0501111010,05-01-165,0501111010,26.000000,Carmen Schweizer,26,Surface Parking
-71.07132133427092,42.349395084007753,5,1148,0501148000,05-01-090,0,9286.05217436000,388.86616758600,00302,"TAPA, APCC
",,,0501148000,,,,,,,,,,,,197,197,0.000000,197.000000,mixed use,,"801,000",,,,,,,,,,,,,,,,,,3 levels - below grade,key access,,,,,,,,,,,,197,,197,,,,,,,,,,35,,,,35,,,,52,,5,Y,0.000000,Y,,Y,5 initially - Infrastructure for up to 98 spaces,139.000000,4,135,,,Y,Y,Best efforts,Y,Y,Y,,Y,,Y,,,,Y,Y,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,197.00000000000,,,Exempt,A00302,,1148,0501148000,05-01-090,0501148000,197.000000,Kevin Kusina,197,Below Grade (building on top)
-71.075413095241686,42.346824257590562,4,572,0400572000,04-02-095,0,20006.78833150000,624.94479355300,00219,APCC,,,0400572000,,131 DARTMOUTH ST,131 Dartmouth St,,,,,,,,,730,730,100.000000,630.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,630,,730,,,,,,,,,,,,,,,1400,,,,,,Y,0.000000,,,,,70.000000,,70,,,,,,Y,at no cost to employees of 131 Dartmouth,,,,,Y,,,,Y,,,Y,1.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,730.00000000000,,131 DARTMOUTH ST,Mixed,A00219,131 DARTMOUTH ST,572,0400572000,04-02-095,0400572000,730.000000,Carmen Schweizer,730,Below Grade (building on top)
-71.058243695890539,42.366536973793089,3,1474,0301474000,03-04-070,0,3823.71473599000,328.78041356900,00032,APCC,,,0301474000,103,RUGGIERO LOT,181-183 N Washington St,,,,,,,,,7,7,7.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,103,,Y,,n/a,n/a,,,,7,0,,7,,,,,,,,,,,,7,0,0,0,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,7.00000000000,,RUGGIERO LOT,Commercial,A00032,RUGGIERO LOT,1474,0301474000,03-04-070,0301474000,7.000000,Carmen Schweizer,7,Surface Parking
-71.068308598804208,42.352057934451359,5,1185,0501185000,05-01-015,0,53481.96473950000,1017.30874228000,00309,APCC,Y,,0501185000,527,THE FOUR SEASONS HOTEL GARAGE,200 Boylston St # HOTEL,,,,,,,,,0,48,48.000000,0.000000,,,,,,,,"Boston Plaza Hotel Associates, Fine & Ambrogne",,"133 Federal Street, Boston MA 02110",,,,,,,,,,,,,,527,,Y,Y,n/a,1/20/1982,,,,,,,0,"Hotel, count is higher than permit","Residents, hotel guests, patrons, staff",,,,,,,,,,74,0,0,0,48,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,48.00000000000,,THE FOUR SEASONS HOTEL GARAGE,Commercial,A00309,THE FOUR SEASONS HOTEL GARAGE,1185,0501185000,05-01-015,0501185000,48.000000,Carmen Schweizer,48,Below Grade (building on top)
-71.057918265696358,42.367776915808321,3,3058-1,0303058001,03-02-015,0,31631.03852670000,748.89355285400,00092,APCC,,,0303058001,37,585 COMMERCIAL ST LOT,585 Commercial St,,,,,,,,,0,38,0.000000,38.000000,,,,,,,,,,,,,,,,,,,,,,,,37,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,48,0,0,0,48,0,0,0,38,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,38.00000000000,,585 COMMERCIAL ST LOT,Exempt,A00092,585 COMMERCIAL ST LOT,3058-1,0303058001,03-02-015,0303058001,38.000000,Carmen Schweizer,38,Surface Parking
-71.078612410841728,42.348353185508671,4,1056,0401056000,04-02-015,0,11494.63290120000,443.22978015300,00229,APCC,Y,,0401056000,16,25 HUNTINGTON AVENUE,47-51 Huntington Ave,,,,,,,,,160,160,0.000000,160.000000,,,,,,,,Huntington Associates LLC c/o Raymond Property Company LLC,,"306 Dartmouth Street, Boston, MA 02116",,,,,,,,,,,,,,16,,Y,Y,n/a,10/28/1998,,,,0,160,,160,"Granted by APCC March 25, 1998","General Public, Employees",,,,,,,,,,0,0,160,0,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,160.00000000000,,25 HUNTINGTON AVENUE,Exempt,A00229,25 HUNTINGTON AVENUE,1056,0401056000,04-02-015,0401056000,160.000000,Carmen Schweizer,160,Below Grade (building on top)
-71.049139739130979,42.362957387094134,3,3029-50,0303029050,03-01-005,0,275420.25945800002,3875.32648775000,00087,APCC,Y,,0303029050,81,LEWIS WHARF,45 Lewis Wharf,,,,,,,,,184,184,184.000000,0.000000,,,,,,,,Lewis Wharf Parking Trust,,"47 Thorndike Street, Cambridge, MA 02141",,,,,,,,,,,,,,81,,Y,Y,n/a,n/a,11/16/1988,,,184,,,184,Permit 81.1 Pilot House subtracted 25 spaces from original 209.,"General public, tenants",,,,,,203,0,0,0,,,,,209,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,184.00000000000,,LEWIS WHARF,Commercial,A00087,LEWIS WHARF,3029-50,0303029050,03-01-005,0303029050,184.000000,Carmen Schweizer,184,Surface Parking
-71.064457793527978,42.361997938039046,3,624,0300624000,03-05-085,0,34904.43758300000,777.86937199700,00028,APCC,,,0300624000,217,STANIFORD ST LOT,20 Staniford St,,,,,,,,,,23,0.000000,23.000000,,,,,,,,,,,,,,,,,,,,,,,,217,,Y,,n/a,n/a,,,,,,,0,,,,,,,,0,0,35,0,0,0,35,0,0,0,23,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,Y,1.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,23.00000000000,,STANIFORD ST LOT,Exempt,A00028,STANIFORD ST LOT,624,0300624000,03-05-085,0300624000,23.000000,Carmen Schweizer,23,Surface Parking
-71.066609941444085,42.361808934127524,3,660-2,0300660002,03-05-085,0,22169.36338710000,760.44182697100,00029,"TAPA, APCC",,,0300660002,,Charles River Plaza,161-209 Cambridge St,,,,,,,,,954,954,954.000000,0.000000,"Office, retail, R&D",,"607,000",,,,,"DIV Charles River Limited Partnership, c/o The Davis Companies","Hill & Barlow, P.C.","One Appleton Street, Boston, MA 02116","One International Place, Boston, MA 02110",,,9.00,28.00,300.00,`8AM,6PM,,,,gates with card access,,,,,,,,,,,,,,,,,,,,,,160,794,,,,794,160,,,800,150,,,Y,0.000000,,,Y,,40.000000,Y - 20,Y - 20,,,v,,Will encourage tenants,will encourage employers,,Y - Artery Business Committee,Y,,will encourage employers,Y,,,,Y,Y,,Y,1.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,954.00000000000,,Charles River Plaza,Mixed,A00029,Charles River Plaza,660-2,0300660002,03-05-085,0300660002,950.000000,Carmen Schweizer,954,Below Grade (building on top)
-71.067736042478742,42.361851391818789,3,402,0300402000,03-05-095,0,1558.00782742000,157.90589470000,00019,APCC,,,0300402000,221,AMBULATORY CARE LOT,23-25 N Anderson St,,,,,,,,,73,73,0.000000,73.000000,,,,,,,,,,,,,,,,,,,,,,,,221,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,33,0,0,0,33,0,0,0,73,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,73.00000000000,,AMBULATORY CARE LOT,Exempt,A00019,AMBULATORY CARE LOT,402,0300402000,03-05-095,0300402000,73.000000,Carmen Schweizer,73,Surface Parking
-71.082117472347392,42.349086364607722,5,3128,0503128000,05-08-060,0,6936.04823526000,349.32590086600,00326,APCC,,,0503128000,,,,,,,,,,Open air,,84,84,84.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,84,,,,,,,,75,,,,75,,21,,85,,20,,,,0.000000,,,,,8.000000,,8,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,84.00000000000,,,Mixed,A00326,,3128,0503128000,05-08-060,0503128000,104.000000,Kevin Kusina,84,Below Grade (building on top)
-71.071306294946325,42.360580438896363,5,2443,0502443000,05-05-020,0,15481.89471970000,553.85798045300,00318,APCC,,,0502443000,226,CHARLES ST LOT,170 Charles St,,,,,,,,,0,40,0.000000,40.000000,,,,,,,,,,,,,,,,,,,,,,,,226,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,15,0,0,0,15,0,0,0,40,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,40.00000000000,,CHARLES ST LOT,Exempt,A00318,CHARLES ST LOT,2443,0502443000,05-05-020,0502443000,40.000000,Carmen Schweizer,40,Surface Parking
-71.053639305825399,42.352583710497427,3,4340,0304340000,03-06-445,0,241804.24027200000,2015.89399778000,00142,APCC,,,0304340000,624,FEDERAL RESERVE BANK,556-624 Atlantic Ave,,,,,,,,,0,185,0.000000,185.000000,,,,,,,,,,,,,,,,,,,,,,,,624,,,,n/a,n/a,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,185,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,185.00000000000,,FEDERAL RESERVE BANK,Exempt,A00142,FEDERAL RESERVE BANK,4340,0304340000,03-06-445,0304340000,185.000000,Carmen Schweizer,185,Below Grade (building on top)
-71.057493071785856,42.353002266169881,3,4256,0304256000,03-08-310,0,32894.98355120000,805.30827791100,00137,"TAPA, APCC",,,0304256000,,125 Summer Street,125 Summer St,,,,,,,garage,,350,350,75.000000,275.000000,,"31,000","448,445",,,,,"Perry/Jaymont Venture, c/o Jaymont Properties Incorporated","Myrna Putziger, P. C., McCormack & Putziger","260 Franklin Street, Boston, Massachusetts 02110","260 Franklin Street, Boston, Massachusetts 02110",,,,,,,,,,5 levels - below grade,,,,,,,,,,,,75,275,,350,,,,,,,,,,96,,,,,230,,,105,,,Y,13.000000,Y,,,,0.000000,Y,Y,,,,,,Y,up to 20%,,,,Y,,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,350.00000000000,,125 Summer Street,Mixed,A00137,125 Summer Street,4256,0304256000,03-08-310,0304256000,350.000000,Carmen Schweizer,350,Below Grade (building on top)
-71.071937372719916,42.348202010719746,5,1072,0501072000,05-01-170,0,11444.67277300000,501.96154086600,00295,"TAPA, APCC
",,,0501072000,,Columbus Center,0 Berkeley St,210 COLUMBUS AVE,85-99 Berkeley St,,,,,,,1015,1015,55.000000,960.000000,,,"305,700",192,,,,,,,,,,,,,,,,"Valet, self",,,,,,,,,,,,,55,862,,917,,,,,,,,14,,,,14,,,,14,,,,,,0.000000,,,,,10.000000,Y,Y,,Y,SmartRoutes,,,Y,,Y,,,Y,Y,,,,Y,,Y,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,1015.00000000000,,Columbus Center,Mixed,A00295,Columbus Center,1072,0501072000,05-01-170,0501072000,917.000000,Kevin Kusina,50,Surface Parking
-71.070420105653582,42.347317089265516,5,706,0500706000,05-01-190,0,24595.62006140000,926.25347145600,00288,APCC,Y,,0500706000,80,GREATER BOSTON COMMUNITY DEVELOPMENT,95 BERKELEY ST,,,,,,,,,36,36,0.000000,36.000000,,,,,,,,The Community Builders,,"95 Berkeley Street, Boston, MA 02116",,,,,,,,,,,,,,80,,Y,Y,n/a,n/a,3/13/1989,,,0,36,0,36,"Employee; resident off-peak",Residents,,,,,,,,,,0,0,0,36,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,36.00000000000,,GREATER BOSTON COMMUNITY DEVELOPMENT,Exempt,A00288,GREATER BOSTON COMMUNITY DEVELOPMENT,706,0500706000,05-01-190,0500706000,36.000000,Carmen Schweizer,36,Below Grade (building on top)
-71.073485861322482,42.348158045386484,4,1142,0401142000,04-02-085,0,9432.57347713000,440.50717584000,00240,APCC,,,0401142000,192,STANHOPE ST LOT,0 Clarendon St,,,,,,,,,0,50,50.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,192,,,,n/a,n/a,,,,,,,0,,,,,,,,52,0,0,0,52,0,0,0,50,0,0,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,50.00000000000,,STANHOPE ST LOT,Commercial,A00240,STANHOPE ST LOT,1142,0401142000,04-02-085,0401142000,50.000000,Carmen Schweizer,50,Surface Parking
-71.076171482038674,42.346292309933879,4,600,0400600000,04-02-125,0,143492.08954099999,1545.51455594000,00220,APCC,,,0400600000,,DARTMOUTH ST GARAGE,128 Dartmouth St,102-104 Stanwood St,,,,,,,,698,698,276.000000,422.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,422,,698,,,,,,,,,,,,,625,,582,,375,,439,,Y,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,698.00000000000,,DARTMOUTH ST GARAGE,Mixed,A00220,DARTMOUTH ST GARAGE,600,0400600000,04-02-125,0400600000,698.000000,Carmen Schweizer,698,Below Grade (building on top)
-71.073213253507504,42.341555969996961,9,74,0900074000,09-01-031,0,6114.31424234000,437.13845944400,00397,APCC,Y,,0900074000,92,VIVIENDAS LA VICTORIA 2,10 San Juan St,,,,,,,Open air,,55,55,0.000000,0.000000,,,,,,,,E.T.C. Development Corporation,,"405 Shawmut Avenue, Boston, MA 02118",,,,,,,,,,,,,,92,,Y,Y,n/a,4/23/1980,,,,0,0,55,55,Residential parking only,Residents,,Residents of Viviendas La Victoria II Housing Project,,,,,,,,0,0,55,0,,,,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,55.00000000000,,VIVIENDAS LA VICTORIA 2,N/A,A00397,VIVIENDAS LA VICTORIA 2,74,0900074000,09-01-031,0900074000,0.000000,Carmen Schweizer,55,Surface Parking
-71.074670847005223,42.351285287031835,5,1296,0501296000,05-06-055,0,84921.84314670000,1195.20587812000,00313,"TAPA, APCC
",,,0501296000,,501 Boylston Street,501 Boylston St,,,,,,,,,114,114,0.000000,114.000000,"office, retail",,"620,000",,,,,501 Boylston Street Property LLC,,"One Federal Street, Boston. MA 02110",,,,,,,,,,valet,,,,,,,,,,,,,,114,,114,,,,,,,,,,,80,,,,80,,,,70,,,0.000000,,,,,2.000000,Y - 2,,,,,,,Will encourage tenants,Language included in lease for 50% subsidy,Y - Artery Business Committee,,,,Y,,,,Y,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,114.00000000000,,501 Boylston Street,Exempt,A00313,501 Boylston Street,1296,0501296000,05-06-055,0501296000,114.000000,Carmen Schweizer,114,Below Grade (building on top)
-71.064703887952959,42.363925554992072,3,470,0300470000,03-05-080,0,360057.64692700002,3532.45007683000,00024,APCC,Y,,0300470000,8.2,LONGFELLOW GARAGE,50 Staniford Street,64 Staniford Street,66 Staniford Street,70 Staniford Street,74 Staniford Street,80 Staniford Street,,,,490,,140.000000,350.000000,,,,,,,,"ERP Operating Limited Partnership, An Affiliate of Equity Residential",,"1953 Gallows Road, Suite 340, Vienna, Virginia 22182",,,,,,,,,,Self-park,Sub-grade,,,8.2,,Y,Y,n/a,12/12/2006,,,,140,350,,490,"Granted by APCC Dec 6, 2006",Residents/general public,,,,,,0,0,0,490,0,0,0,490,0,0,0,590,,,0.000000,Y,,,,20.000000,,20,,,,,,,,,,,,Y - Charles River Park Management office,Y,,,Y,,,,0.000000,Cambridge/Blossom Working Group,,1,0,,,,,,,,,,,,,,0.00000000000,Y,490.00000000000,,LONGFELLOW GARAGE,Mixed,A00024,LONGFELLOW GARAGE,470,0300470000,03-05-080,0300470000,490.000000,Carmen Schweizer,490,Below grade (no structure on top)
-71.067968431590415,42.335939352787783,8,1030-20,0801030020,08-01-075,0,207869.23423000000,3638.17916582000,00377,"TAPA, APCC",,,0801030020,,BIOSQUARE II,600 Albany St,610 Albany St,0 Albany St,,,,,Garage,,1461,1461,0.000000,0.000000,Research,,410000  sf,,,,,"BioSquare Project, Phase II, c/o University Associates, LP",,"280 Summer Street, Boston, MA 02210",,,,,,,,,,Self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,2.000000,Y,,,,140.000000,Y,140,,Will coordinate with TMA,,,Will coordinate with TMA,Y,25% subsidized monthly transit passes,Y - will coordinate with TransComm,,,Y,Y - TransComm TC,,Y,,Y,Y,,Y,2.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,Y,1461.00000000000,,BIOSQUARE II,N/A,A00377,BIOSQUARE II,1030-20,0801030020,08-01-075,0801030020,0.000000,Carmen Schweizer,1461,Stand-alone parking 
-71.066119452262384,42.367142411110116,3,1934-200,0301934200,03-05-050,0,97649.10681919999,1321.24122633000,00054,APCC,,,0301934200,,SHERIFF PARKING LOT,0 Nashua St,,,,,,,,,38,,0.000000,38.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,38.00000000000,,SHERIFF PARKING LOT,Exempt,A00054,SHERIFF PARKING LOT,1934-200,0301934200,03-05-050,0301934200,38.000000,Carmen Schweizer,38,Surface Parking
-71.065340986942971,42.34202768208754,3,6537,0306537000,03-07-115,0,45721.67280710000,910.20476911400,00209,APCC,,,0306537000,324,SAM STONE LOT,478-498 Harrison Ave,,,,,,,,,0,130,0.000000,130.000000,,,,,,,,,,,,,,,,,,,,,,,,324,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,75,0,0,0,75,0,0,0,130,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,130.00000000000,,SAM STONE LOT,Exempt,A00209,SAM STONE LOT,6537,0306537000,03-07-115,0306537000,130.000000,Carmen Schweizer,130,Surface Parking
-71.070838056085492,42.341175649383828,3,6979,0306979000,03-07-075,0,13015.28054140000,494.03443314900,00217,APCC,,,0306979000,287,PELHAM ST LOT,1421-1431 Washington St,,,,,,,,,0,20,0.000000,20.000000,,,,,,,,,,,,,,,,,,,,,,,,287,,,,n/a,n/a,,,,,,,0,,,,,,,,0,0,20,0,0,0,20,0,0,0,20,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,20.00000000000,,PELHAM ST LOT,Exempt,A00217,PELHAM ST LOT,6979,0306979000,03-07-075,0306979000,20.000000,Carmen Schweizer,20,Surface Parking
-71.061191482021329,42.348827187507972,3,5132,0305132000,03-08-355,0,16971.38241090000,545.02227923200,00181,APCC,Y,,0305132000,202,CARLS PARK & GO,90 Tyler St,,,,,,,Open air,,11,11,0.000000,0.000000,,,,,,,,"Chinese Consolidated Benevolent Association of New England, Inc",,"90 Tyler Street, Boston, MA 02111",,,,,,,,,,,,,,202,,Y,Y,n/a,7/18/1985,,,,0,11,,11,,"employees, staff, program participants",,"The parking lot shall be restricted to employees, staff, program participants and members only of the Chinese Community Service Center",,,,0,0,12,0,0,0,12,0,0,0,24,0,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,1,0,,,,,,,,,,,,,,0.00000000000,,11.00000000000,,CARLS PARK & GO,Exempt,A00181,CARLS PARK & GO,5132,0305132000,03-08-355,0305132000,11.000000,Carmen Schweizer,11,Surface Parking
-71.070694078210039,42.334883248378212,8,1066-55,0801066055,08-01-075,0,55569.08347960000,943.18021843900,00378,"TAPA, APCC
",,,0801066055,,624-710 Albany,710 Albany St,,,,,,,,,2734,2734,0.000000,2734.000000,"Medical, mixed use",371025,850000,,,,,,,,,,,,,,,,,Self,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,20,,,,25,,,Y,0.000000,,,,,0.000000,Y,Y,,,Y,,,Will encourage tenants to offer up to 25%,,Y - South End Interinstitutional,,,Y,,,,,Y,Y,,,0.000000,Information about T subsidy programs will be in all leases. Conditional requirements for university to require transit passes.,,6,0,,,,,,,,,,,,,,0.00000000000,Y,2734.00000000000,,624-710 Albany,Exempt,A00378,624-710 Albany,1066-55,0801066055,08-01-075,0801066055,25.000000,Carmen Schweizer,2734,Stand-alone parking 
-71.077759137802843,42.34715425911255,4,985,0400985000,04-02-125,0,362020.27733800001,2492.92810615000,00225,APCC,Y,,0400985000,276.2,COPLEY PLACE GARAGE,16 Harcourt St,110 Huntington Ave,,,,,,,,1432,1602,860.000000,742.000000,,,,,,,,,,,,,,,,,,,,,,,,276.2,,Y,Y,n/a,n/a,,,,860,572,,1432,,,,,,,,0,0,0,0,0,860,0,0,0,830,0,170,,,0.000000,,,,,0.000000,,,,,,,,,,,,,,,,,,,,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,,1602.00000000000,,COPLEY PLACE GARAGE,Mixed,A00225,COPLEY PLACE GARAGE,985,0400985000,04-02-125,0400985000,1432.000000,Carmen Schweizer,1602,Below Grade (building on top)
-71.06492659006409,42.367846380619163,3,1927-600,0301927600,03-05-030,0,90918.03939970001,1194.88647493000,00052,APCC,,,0301927600,,Spaulding Rehab,125 Nashua St,,,,,,,Garage,,,203,0.000000,203.000000,Medical,131551,"221,100",,,,,THE SPAULDING REHABILITATION HOSPITAL CORPORATION,,"125 Nashua Street, Boston, MA 02114",,,,,,,,,,Self,"2 level, underground",Driveways from street,Y,,,,,,,,,,,,,,,,,,,,,,,400,,,,104,,,,178,,,Y,11.000000,Y,,Y,3,70.000000,16,54,,Employees given info,,,Y,Y,25%,,,,,,,Y - Coordination with exisiting shuttles - lobbying for its own,,Y,Y - 4,,,0.000000,,,2,0,,,,,,,,,,,,,,0.00000000000,Y,203.00000000000,,Spaulding Rehab,Exempt,A00052,Spaulding Rehab,1927-600,0301927600,03-05-030,0301927600,178.000000,Carmen Schweizer,203,Surface Parking
